序号,地市,区县,新冠疫苗接种单位名称,地址,预约电话（固定电话，用于公布给公众咨询预约事宜）,bd09ll_Lon,bd09ll_Lat,Wgs84_Lon,Wgs84_Lat
2001,韶关市,南雄市,慢性病防治站成人接种门诊,广东省南雄市雄州街道环城东路80号,0751-3865228,114.318388,25.1263622,114.3067892,25.12341223
2004,韶关市,南雄市,雄州街道社区卫生服务中心接种一门诊,南雄市黎口路1号,0751-3825663,114.3185789,25.12352654,114.3069792,25.12057419
1021,深圳市,龙岗区,深圳市龙岗中心医院同心社区健康服务中心,宝龙街道同心路38号,0755-84292620,114.3185633,22.72523993,114.3071301,22.7222905
1998,韶关市,南雄市,妇幼保健院产科（老工行临时接种点）,浈江路老工行,0751-3860517,114.3201464,25.11867331,114.3085474,25.11570081
2003,韶关市,南雄市,南雄市人民医院（体育馆临时接种点）,南雄市浈江路体育馆第一临时接种点,0751-3871935,114.3204458,25.11587591,114.3088472,25.11289955
2280,惠州市,惠阳区,镇隆镇中心卫生院,惠阳区镇隆镇惠深路132号,0752-3951033,114.3205933,22.94373571,114.3091491,22.9406799
1996,韶关市,南雄市,南雄市中医院（羽毛球馆临时接种点）,南雄市雄州街道灯光球场,18000271005,114.3234517,25.12574735,114.3118593,25.12272626
1102,深圳,坪山区,沙湖社康中心,深圳市坪山区碧岭街道沙湖新村四巷3号,0755-84539642,114.327261,22.679665,114.3158657,22.67659908
2360,惠州市,仲恺区,陈江社区卫生服务中心,陈江大道中33号,0752-3226150,114.329113,23.023185,114.3177104,23.01996189
2365,惠州市,仲恺区,仲恺人民医院（临时点）,仲恺高新区陈江街道曙光路1号,0752-2132197,114.3301449,23.00813674,114.318745,23.00490082
1938,韶关市,始兴县,澄江镇卫生院接种门诊,始兴县澄江镇澄兴路16号,0751-3272120,114.3315413,24.92799802,114.320014,24.92486545
999,深圳市,龙岗区,深圳市龙岗区第六人民医院六联晨曦社区健康服务中心,坪地街道六联社区屯富路14号,0755-28393049,114.3318224,22.78921284,114.3204372,22.78603213
1970,韶关市,新丰县,马头镇中心卫生院接种门诊,马头镇江桥东路41号,0751-2360471,114.333785,24.127184,114.322299,24.12390242
1001,深圳市,龙岗区,深圳市龙岗区第六人民医院年丰社区健康服务中心,坪地街道坪地街道年丰社区友谊北路2号,0755-84862367,114.3355158,22.77210424,114.3241433,22.76885753
1094,深圳,坪山区,浪尾社康中心,深圳市坪山区坪山街道六联社区浪尾路46号,0755-85209527,114.335924,22.697101,114.3245272,22.69386201
1093,深圳,坪山区,东晟时代花园社康中心,深圳市坪山区东晟时代花园1号楼裙楼配套02层20号,0755-66829868,114.3360289,22.68525742,114.3246446,22.68202152
2285,惠州市,惠阳区,新圩镇中心卫生院,新圩镇德兴通路口对面保盈羽毛球馆,0752-3335818,114.3425385,22.86900426,114.3311579,22.86558158
1095,深圳,坪山区,万科金域缇香社康中心,深圳市坪山区万科金域缇香二期10栋2楼202,0755-89458305,114.344475,22.711432,114.3330857,22.70802193
1096,深圳,坪山区,坪山社康中心,深圳市坪山区坪山街道办坪山飞西村宝西路21号,0755-28823357,114.3450007,22.70323345,114.3336165,22.69981667
2344,惠州市,龙门县,平陵街道社区卫生服务中心,龙门县平陵街道平江路27号,0752-7309408,114.3488746,23.65186347,114.3374457,23.64813368
1103,深圳,坪山区,坪环社康中心,坪山区马峦街道坪环路心海城一期7号地块1栋201,0755-84605272,114.352704,22.686156,114.3413464,22.68262237
1098,深圳,坪山区,和平社康中心,深圳市坪山区坪山街道和平社区马东三区1号,0755-28828426,114.357247,22.697374,114.3458805,22.69378105
1092,深圳,坪山区,大工业区体育中心（大型临时点）,坪山区坪山街道深汕路坪山段339号,0755-89369724,114.358407,22.719172,114.347031,22.71556047
1097,深圳,坪山区,三洋湖社康中心,深圳市坪山新区坪山街道东纵路212号,0755-84642963,114.3614195,22.6924982,114.3500574,22.68887261
1104,深圳,坪山区,江岭社康中心,深圳市坪山区坪山街道江岭社区竹园小区,0755-89713826,114.362473,22.679806,114.351124,22.67617969
2359,惠州市,仲恺区,中信惠州医院,仲恺大道346号,0752-5855569,114.366233,23.03411905,114.354864,23.03034937
1108,深圳,坪山区,龙田社康中心,深圳市坪山区龙田街道龙田社区新屋路3号,0755-89369724,114.366444,22.76238,114.3550949,22.75871841
2005,韶关市,南雄市,珠玑镇卫生院接种门诊,珠玑古巷大道58号,0751-3612016,114.3671601,25.1989284,114.3556452,25.19526837
1107,深圳,坪山区,老坑社康中心,深圳市坪山区龙田街道老坑社区盘龙路37号,0755-84120043,114.367107,22.73392998,114.3557324,22.7302709
1106,深圳,坪山区,深圳市平乐骨伤科医院（坪山院区）（大型临时点）,深圳市坪山区龙田街道深汕公路252号,0755-89369724,114.367342,22.743952,114.3559759,22.74029162
1110,深圳,坪山区,大工业区社康中心,深圳市坪山区龙田街道南布社区日立环球配套宿舍区2号餐厅1-2层,0755-89590348,114.369781,22.707159,114.3583979,22.70350678
1105,深圳,坪山区,沙坣社康中心,深圳市坪山区马峦街道东纵路87号,0755-89924049,114.372124,22.692399,114.3607483,22.68875886
966,河源市,连平县,连平县隆街中心卫生院,隆街镇环镇路,4492423,114.3739742,24.19874624,114.3625173,24.19505882
2361,惠州市,仲恺区,惠环社区卫生服务中心,仲恺大道中环五路9号,0752-5752119,114.3747416,23.03568775,114.363355,23.03193549
2292,惠州市,博罗县,柏塘镇卫生院,柏塘镇柏塘社区鸡麻岭8号,0752-6335645,114.376911,23.401682,114.3654898,23.39782247
1111,深圳,坪山区,秀新社康中心,深圳市坪山区坑梓街道秀新社区梓新路82号,0755-84136534,114.382883,22.7463,114.3714798,22.74273578
1099,深圳,坪山区,深圳市萨米医疗中心（大型临时点）,深圳市坪山区石井街道金牛西路1号,0755-21589999,114.3835431,22.71062771,114.3721206,22.70707816
1100,深圳,坪山区,石井社康中心,深圳市坪山区石井街道石井社区金田路1号,0755-84621577,114.3853025,22.69651055,114.3738831,22.69298982
2310,惠州市,博罗县,公庄镇卫生院,公庄镇桔子圩水龙路,0752-6105118,114.387368,23.534542,114.375889,23.53079202
2267,惠州市,惠城区,龙丰社区卫生服务中心(儿童接种门诊),惠城区红花湖路31号,0752-2262712,114.3906155,23.08098981,114.3791425,23.07740098
2287,惠州市,惠阳区,白石医院,惠州市惠阳区秋长街道办白石村大湖小组秋宝路段511号,0752-3758383 ,114.390978,22.78079801,114.3795608,22.77734458
912,河源市,东源县,新回龙镇卫生院预防接种门诊,新回龙镇街镇,8721213,114.391223,23.758552,114.3797296,23.75489778
1112,深圳,坪山区,亚迪三村社康中心（大型临时点）,深圳市坪山区坑梓街道聚翠路2号,0755-28328034,114.392263,22.732006,114.3808117,22.72858255
2273,惠州市,惠城区,惠州市第二妇幼保健院,上排大岭路10号,0752-2180400,114.39613,23.081519,114.3846351,23.07802278
1109,深圳,坪山区,竹坑老围社康中心,深圳市坪山区龙田街道翠景路3号,0755-84630743,114.3967774,22.71619121,114.3853029,22.71284782
2265,惠州市,惠城区,江南社区卫生服务中心,惠城区下角东路39号悦湖居B栋二楼,0752-5783991,114.4035636,23.10673112,114.392059,23.10335461
1113,深圳,坪山区,金沙社康中心,深圳市坪山区坑梓街道金沙社区金沙路72号,0755-84128232,114.404478,22.759181,114.3930051,22.75596135
2253,惠州市,惠城区,惠州市中心人民医院,鹅岭北路41号医技楼3楼,0752-2288623,114.40576,23.088598,114.3942332,23.08526082
2250,惠州市,惠城区,惠州市职业病防治院,惠城区鹅岭北路横街13号,0752-2389533,114.4070878,23.08514283,114.3955553,23.08182701
2269,惠州市,惠城区,桥西社区卫生服务中心,惠城区桥西南门路6-5号,0752-2182361,114.4112017,23.09109297,114.3996617,23.08783273
1999,韶关市,南雄市,湖口镇中心卫生院,湖口镇湖口大道160号,0751-3652037/0751-3652097,114.411782,25.179476,114.4001267,25.17636686
2274,惠州市,惠城区,惠城区中医医院,惠城区麦兴路33号,0752-2385802,114.413189,23.075504,114.4016401,23.07227333
2261,惠州市,惠城区,小金口社区卫生服务中心,惠城区小金口街道兴隆西二街8号,0752-2294499,114.4158618,23.1878793,114.4043025,23.18463209
2249,惠州市,惠城区,惠州市第一人民医院,惠州市惠城区江北三新南路20号, 0752-2883650,114.4168298,23.11919965,114.4053044,23.1159944
2259,惠州市,惠城区,麦地社区卫生服务中心,惠城区横江四路6-11号,0752-2383793,114.4184561,23.08391057,114.406901,23.08072719
2264,惠州市,惠城区,桥东社区卫生服务中心,惠城区城背路4号,0752-2152021,114.4221547,23.09327185,114.4106033,23.09010794
973,河源市,连平县,连平县溪山镇卫生院,溪山镇105国道马洞村路口,4911966,114.422888,24.254561,114.4112591,24.25151513
1294,深圳市,大鹏新区,葵涌人民医院葵丰社康中心,葵涌街道葵政西路33号,0755-84203948,114.4234234,22.6333515,114.411923,22.63036202
2262,惠州市,惠城区,河南岸社区卫生服务中心（犬伤门诊）,河南岸螺仔湖横街二路5号,0752-2511006,114.424408,23.079437,114.412851,23.07628522
2275,惠州市,惠城区,惠州学院临时接种点,惠城区演达大道46号,0752-7809522,114.4278174,23.04412716,114.4162874,23.04099789
2254,惠州市,惠城区,惠州市第一妇幼保健院,惠州市惠城区演达四路5号,0752-7806663,114.4279409,23.05536074,114.4163991,23.05222431
2257,惠州市,惠城区,江北社区卫生服务中心（儿童接种门诊）,惠城区旺岗路6-2号,0752-2811056,114.4284426,23.12750548,114.4169235,23.12434382
977,河源市,连平县,连平县田源镇卫生院,田源镇街镇,4431198,114.4306904,24.19006518,114.4190875,24.18700026
1293,深圳市,大鹏新区,葵涌人民医院三溪高源社康中心,葵涌街道办三溪华强路76号,0755-89776191,114.4361474,22.64414805,114.4246778,22.64112908
1300,深圳市,大鹏新区,葵涌办事处临时接种点,葵涌街道办事处东创智能科技产业园1栋3楼,0755-89776191,114.438027,22.63162899,114.4265544,22.6285945
2258,惠州市,惠城区,江北社区卫生服务中心（临时接种点）,惠城区三环北路25号小区,0752?7812926,114.4385561,23.13430558,114.4270654,23.1310862
2281,惠州市,惠阳区,秋长社区卫生服务中心,秋长迎宾路56号,0752-3806003,114.43941,22.82606197,114.4279068,22.82295505
2256,惠州市,惠城区,惠州市第三人民医院,惠州大道176号,0752-2166120,114.450543,23.094585,114.4390819,23.09122055
2255,惠州市,惠城区,三栋卫生院,惠城区三栋镇三栋路105号,0752-2596874,114.4512327,22.99243219,114.4397998,22.9891044
2276,惠州市,惠阳区,淡水社区卫生服务中心,淡水街道半岛路1号会展中心,0752-3372501,114.454215,22.802371,114.442809,22.79907184
2283,惠州市,惠阳区,惠阳三和医院,惠阳淡水土湖金惠大道康和路3号,0752-3800289,114.4559972,22.7926799,114.4446113,22.78935719
2252,惠州市,惠城区,惠州市中医医院,惠州市惠城区东升一路,0752-2189879,114.462494,23.083577,114.4510981,23.08002682
2251,惠州市,惠城区,惠州市卫生职业技术学院附属医院,惠州市惠城区水口龙湖大道321-1号,0752-2313997,114.464995,23.11871904,114.4536423,23.11512402
903,河源市,东源县,锡场镇卫生院预防接种门诊,锡场镇街镇,8751413,114.4651509,23.93301723,114.4537218,23.92940915
2271,惠州市,惠城区,汝湖镇卫生院,惠城区汝湖镇正西街21号,0752-2796802,114.4661735,23.18484638,114.4547951,23.18120333
2288,惠州市,惠阳区,惠阳中医院,惠阳区淡水镇石园西街6号,0752-3349433,114.469227,22.79678073,114.4579165,22.79326246
2298,惠州市,博罗县,杨村镇中心卫生院,杨村镇杨新五路108号,0752-6166013,114.4697066,23.43331312,114.45833,23.42956018
2357,惠州市,大亚湾区,西区社区卫生服务中心,惠州大亚湾西区上杨新村西区社区卫生服务中心,0752-5103183、0752-5191614,114.472878,22.740125,114.4615761,22.73658321
2358,惠州市,大亚湾区,西部社区卫生服务中心,惠州大亚湾区龙山六路大亚湾西部产业园社区卫生服务中心,0752-5103183、0752-5191614,114.472897,22.74009,114.4615952,22.73654804
2284,惠州市,惠阳区,惠州市第六人民医院,惠州市惠阳区淡水街道办爱民东路,0752-6518770,114.4776887,22.79979999,114.4664197,22.79620565
2289,惠州市,惠阳区,长安医院,惠阳长安医院莲塘东路30号,0752-3872339,114.4827311,22.79272846,114.4714908,22.78912188
1299,深圳市,大鹏新区,大鹏文化广场临时接种点,大鹏新区大鹏街道中山路5号,0755-84308020,114.4846741,22.60275957,114.4734217,22.59919424
2307,惠州市,博罗县,泰美镇卫生院,泰美镇工农路32号,0752-6236766,114.486112,23.31768402,114.4748197,23.31387123
2366,惠州市,仲恺区,惠南社区卫生服务中心,仲恺高新区惠南高新科技产业园演达路11号,0752-5702308,114.487667,22.992913,114.4764264,22.98923275
1295,深圳市,大鹏新区,大鹏新区妇幼保健院王母社康中心（布新接种点）,大鹏街道西环北路12号,0755-84308020,114.495198,22.579949,114.4839815,22.57645087
2353,惠州市,大亚湾区,比亚迪产业园区临时接种点,惠州市大亚湾龙山八路响水河工业区比亚迪生活区综合楼2楼,0752-5577658,114.4970033,22.75426975,114.4858008,22.75075917
2296,惠州市,博罗县,杨侨镇卫生院,杨侨镇杨侨大道476号,0752-6107186,114.497803,23.43740498,114.4865316,23.43366109
1298,深圳市,大鹏新区,南澳文体中心临时接种点,南澳办事处南澳文体中心一楼,0755-84317734,114.4998568,22.54006916,114.4886824,22.53664025
965,河源市,连平县,连平县元善镇卫生院,工业园疾控中心,4320318,114.5004367,24.37599741,114.4891183,24.37254589
1297,深圳市,大鹏新区,南澳人民医院流动社康中心,南澳街道同富路16号,0755-84317734,114.500833,22.540364,114.4896597,22.5369496
963,河源市,连平县,连平县中医院,元善镇南山大道东,4336990,114.502359,24.36719305,114.4910515,24.36377107
2270,惠州市,惠城区,马安镇卫生院,惠城区马安镇新安街91号,0752-3613120,114.503804,23.04876801,114.4925801,23.04523949
2278,惠州市,惠阳区,永湖镇中心卫生院,惠阳区永湖镇正教街19号,0752-3714444,114.5082718,22.94894148,114.4970409,22.94553472
2000,韶关市,南雄市,黄坑镇中心卫生院预防接种门诊,南雄市黄坑镇校道路10号,0751-3683213,114.5122729,25.23632876,114.5008907,25.23307489
1296,深圳市,大鹏新区,大鹏新区妇幼保健院新鹏城社康中心,大鹏街道鹏城广场一号,0755-84319966,114.518976,22.597068,114.5077666,22.59399047
2260,惠州市,惠城区,水口社区卫生服务中心,惠城区水口老街南路92号,0752-3310772,114.53115,23.155831,114.5199377,23.15279226
2352,惠州市,大亚湾区,中大惠亚医院,惠州市大亚湾区中兴北路186号,0752-5577658,114.534392,22.75606102,114.5232089,22.75323044
2272,惠州市,惠城区,芦洲卫生院,惠城区芦洲镇双洲路82号,0752-3288083,114.534944,23.373388,114.5237305,23.3703398
2295,惠州市,博罗县,麻陂镇卫生院,麻陂镇幸福街6号,0752-6133385,114.538622,23.492623,114.5274059,23.48960236
2354,惠州市,大亚湾区,澳头社区卫生服务中心,澳头北澳大道53号,0752-5577658,114.5433488,22.72569395,114.532157,22.72295332
2356,惠州市,大亚湾区,石化区社区卫生服务中心,惠州市大亚湾区石化大道中海油M3地块南侧,0752-5582068,114.5434482,22.7235796,114.5322558,22.72083992
2277,惠州市,惠阳区,沙田镇中心卫生院,沙田镇居委创业街三路10号,0752-3755008,114.5553681,22.8644286,114.5442239,22.86164118
2367,惠州市,仲恺区,东江社区卫生服务中心（临时点）,惠州市东江高科技产业园兴举西路2号(中惠钥园一楼),0752-3898772,114.5636741,23.1322918,114.5525732,23.12931993
976,河源市,连平县,连平县内莞镇卫生院,内莞镇府旁15号,4891490,114.5647009,24.37420094,114.5534958,24.37137827
904,河源市,东源县,半江镇卫生院预防接种门诊,半江镇街镇,8731212,114.567085,24.041593,114.5559048,24.03861338
2282,惠州市,惠阳区,良井镇中心卫生院,惠阳区良井镇甘泉路,0752-3653866,114.5750144,22.99622626,114.5639746,22.99314287
2279,惠州市,惠阳区,平潭镇中心卫生院,惠阳区平潭镇沿路街21号,0752-3307113,114.5931621,23.04776388,114.5821913,23.04438607
968,河源市,连平县,连平县上坪中心卫生院,上坪镇国道东街6号,4882028,114.6024285,24.48672637,114.5913924,24.48343651
2312,惠州市,博罗县,观音阁镇卫生院,观音阁镇沿江路一号,0752-6233990,114.6061165,23.40410605,114.5951527,23.40053725
1995,韶关市,南雄市,乌迳镇卫生院接种门诊,南雄市乌迳镇山下牛皮绳,0751-3758802,114.606456,25.26463923,114.5953731,25.26130286
859,河源市,源城区,埔前镇卫生院,埔前大道南3号,3424819,114.624247,23.57658791,114.6132311,23.57314089
2266,惠州市,惠城区,横沥镇中心卫生院,惠州市惠城区横沥镇解放路184号,0752-3183321,114.6254355,23.17590677,114.6144394,23.17254936
860,河源市,源城区,高埔岗社区卫生服务中心,河源市源城区高埔岗商业街路口,3490983,114.642639,23.62112,114.6315669,23.61797912
911,河源市,东源县,新港镇卫生院预防接种门诊,新港镇港中路,8780688,114.6476656,23.78464543,114.6365244,23.78160589
2321,惠州市,惠东县,白花镇卫生院,惠东县白花镇桃子岭1号,0752-8763062,114.6549093,22.94985042,114.6437903,22.9470217
2355,惠州市,大亚湾区,霞涌社区卫生服务中心,惠州市大亚湾区霞涌街道岭南东一巷20号,0752-5582068,114.664984,22.777363,114.653885,22.77465191
979,河源市,市高新区,河源市人民医院深河门诊部,河源市高新区高新一路163号,3185002,114.669206,23.630234,114.6580384,23.6272828
978,河源市,市高新区,河源济民医院,河源市高新区科技四路,2859109,114.678276,23.653165,114.6670801,23.65013575
853,河源市,源城区,源南镇卫生院,河源市源城区河埔大道北180号,2888505,114.681027,23.680278,114.6698185,23.67721422
854,河源市,源城区,新宝社区卫生服务中心,新江三路与宝源二路交汇处,3331543,114.6821549,23.73736482,114.6709819,23.73430478
2320,惠州市,惠东县,梁化镇卫生院,惠东县梁化镇文胜街22号,0752-8963560,114.684578,23.117575,114.6734394,23.11454546
863,河源市,源城区,源西社区卫生服务中心,桥北二路东二坊23号,2857193,114.689742,23.755614,114.6785673,23.75242666
886,河源市,江东新区,临江卫生院,河源市紫金县临江镇临古路26号,7258960,114.693183,23.66175698,114.6819955,23.65847802
849,河源市,市直,河源德康医院,河源市河源大道西、建设大道北,3333000,114.69432,23.76429,114.683144,23.76101462
850,河源市,市直,河源长安医院,河源市河源大道长安街口,2222951,114.69435,23.76114406,114.6831774,23.75786788
855,河源市,源城区,源城区人民医院,河源大道南136号,2803007,114.697251,23.736911,114.6860998,23.73357398
852,河源市,源城区,新江社区卫生服务中心,河源大道南啸仙中学对面,2857163,114.697917,23.739278,114.6867665,23.73592831
858,河源市,源城区,众康综合门诊部,康乐路康德雅苑,3389120,114.7031203,23.77374682,114.6919498,23.77030002
861,河源市,源城区,上城社区卫生服务中心,河源市源城区城南路1号,3327294,114.705099,23.735304,114.6939614,23.73181633
848,河源市,市直,河源友好医院,河源市源城区白领头源城区民营工业园1号,3118525,114.706981,23.787599,114.6958056,23.78408488
885,河源市,江东新区, 古竹人民医院,广东省河源市紫金县古竹镇沿江二路30号,7185892,114.7093775,23.52961111,114.6982355,23.52602037
2336,惠州市,惠东县,大岭鞋城新冠疫苗临时接种点,惠东县环城北路,0752-8993123,114.712311,23.011137,114.7012264,23.00765016
902,河源市,东源县,涧头镇卫生院预防接种门诊,涧头镇街镇,8261118,114.712568,24.05785703,114.7013915,24.05436133
972,河源市,连平县,连平县油溪镇卫生院,油溪镇官灯线,4552965,114.7200994,24.21491084,114.7089431,24.21140519
856,河源市,源城区,东埔第一社区卫生服务中心雅居乐社区卫生服务站,河源市源城区文昌北路雅居乐一期幸福时光K-2D1118至K-2D1121,3891269,114.722062,23.784719,114.7108962,23.78102577
910,河源市,东源县,双江镇卫生院预防接种门诊,双江镇街南50号,8200100,114.722821,23.953693,114.711668,23.95006098
851,河源市,市直,河源市美年大健康体检中心,河源市源城区广晟中源广场商铺14-A栋040房二楼,3635666,114.723793,23.768366,114.7126408,23.76466285
971,河源市,连平县,连平县高莞镇卫生院,高莞镇丁村,4511329,114.7241603,24.25972236,114.7129665,24.25620427
862,河源市,源城区,东埔社区卫生服务中心,源城区文明路2号,3810851,114.725544,23.760696,114.7143983,23.75698708
2329,惠州市,惠东县,盐洲卫生院,黄埠镇 盐洲新南街,0752-8388327,114.7264259,22.99144311,114.7153264,22.98785151
964,河源市,连平县,连平县第二人民医院,忠信镇黄岭二路76号,4553051,114.726763,24.22529712,114.7155986,24.22176704
2314,惠州市,惠东县,惠东县妇幼保健院成人门诊,惠东县平山街道东湖二路1号,0752-8999110,114.7285524,22.99408788,114.7174522,22.99049508
970,河源市,连平县,连平县忠信镇卫生院,忠信镇人民路161号,4551829,114.7286615,24.2192798,114.7174966,24.21574778
857,河源市,源城区,永康医院,永康路与红星路交汇处三区,3338228,114.732965,23.774936,114.7217914,23.77123874
2335,惠州市,惠东县,惠东县新冠疫苗体育馆临时接种点,惠东县平山街道象棋路,0752-5902168,114.7361194,22.97535122,114.7249855,22.9717957
2337,惠州市,惠东县,惠东县人民医院,平山街道环城南路高桥水,0752-8999510,114.737447,22.96531299,114.7263031,22.96177147
2334,惠州市,惠东县,惠东县慢病站新冠疫苗临时接种点,惠东县飞鹅路与聚宝炉一巷交叉路口东北侧,0752-5920199,114.738675,22.986211,114.7275437,22.98267551
888,河源市,东源县,东源县妇幼保健院成人接种门诊,东源县徐洞工业区,8728879,114.742588,23.80990206,114.7313778,23.80630133
892,河源市,东源县,城南社区卫生服务中心预防接种门诊,河源市东源县沿江路木京安置点商铺A28-30栋,2888698,114.744911,23.784008,114.7336928,23.78043048
887,河源市,江东新区,大学城社区卫生服务中心,河源市源城区源南镇胜利村广晟学府花园H1-01、02栋,3610633,114.747305,23.756658,114.7361045,23.75311353
891,河源市,东源县,新城社区卫生服务中心预防接种门诊,河源市东源县仙塘大道中（锦上花花园隔壁）,8838809,114.7527263,23.80473278,114.7414744,23.80128621
889,河源市,东源县,东源县人民医院成人接种门诊,东源县新河大道东源县人民医院新院,8833190,114.761782,23.76431301,114.7505171,23.76101877
2333,惠州市,惠东县,巽寮卫生院,巽寮滨海旅游度假区 惠东县巽寮镇新港商业街20号,0752-8736128,114.763503,22.700479,114.7522862,22.69743621
908,河源市,东源县,顺天镇卫生院预防接种门诊,顺天镇街镇,8222771,114.777071,24.11204505,114.7657551,24.10909914
927,河源市,和平县,和平县浰源镇卫生院,和平县浰源街镇中心路7号,5131999,114.7776076,24.568652,114.7662643,24.56583873
890,河源市,东源县,仙塘镇预防接种门诊,河源市仙塘镇老街东源大道南,8812120,114.782548,23.81938,114.7712293,23.81635185
975,河源市,连平县,连平县三角镇卫生院,三角镇阳光大道,4613889,114.7869063,24.21245556,114.7755888,24.20959972
895,河源市,东源县,灯塔中心卫生院预防接种门诊,灯塔镇人民街144号,8100169,114.7978612,24.01752848,114.786552,24.0145392
919,河源市,和平县,和平县青州镇卫生院,和平县青州镇街镇56号,5100673,114.813807,24.358803,114.8025678,24.35573288
2318,惠州市,惠东县,稔山镇卫生院,稔山镇卫西路,0752-8303912,114.8149628,22.84560527,114.803804,22.8424685
881,河源市,紫金县,上义镇预防接种门诊,紫金县上义镇义和路95号,2897003,114.8281535,23.28968858,114.8170501,23.28617736
967,河源市,连平县,连平县大湖中心卫生院,大湖镇福利路2号,4661426,114.8321639,24.24345198,114.8210259,24.24007613
928,河源市,和平县,和平县热水镇中心卫生院,和平县热水街镇沿江路2号,5160032,114.8394424,24.46059374,114.8283362,24.45722664
884,河源市,紫金县,义容预防接种门诊,义容镇西公路6号,7107126,114.8421762,23.52143496,114.8311228,23.51777752
2330,惠州市,惠东县,铁涌卫生院,惠东县铁涌镇麻石路东21号,0752-8357011,114.846928,22.728279,114.8359132,22.72486891
874,河源市,紫金县,凤安镇预防接种门诊,广东省河源市紫金县凤安镇新安路44号,2887136,114.8527396,23.41229121,114.8417005,23.40866961
877,河源市,紫金县,柏埔镇预防接种门诊,紫金县柏埔镇圩镇,7225120,114.856133,23.71126,114.8450885,23.70768286
974,河源市,连平县,连平县绣缎镇卫生院,绣缎镇金塔路72号,4642629,114.8639691,24.26732922,114.8528615,24.26405755
894,河源市,东源县,义合中心卫生院预防接种门诊,义合镇街南178号,8882313,114.878902,23.84643317,114.8678258,23.84327771
2331,惠州市,惠东县,平海镇卫生院,惠东县平海镇上中村卫新岭,0752-8501400,114.8839823,22.61976815,114.8729492,22.61691896
2317,惠州市,惠东县,增光卫生院,惠东县多祝镇增光圩环卫街8号,0752-8151003,114.8843295,23.0201017,114.8732958,23.0171269
900,河源市,东源县,骆湖镇卫生院预防接种门诊,骆湖镇街镇,8381068,114.8864383,24.04979353,114.8752989,24.04684875
2332,惠州市,惠东县,港口卫生院,港口滨海旅游度假区管理委员会 港口新民房中区203号,0752-8565427,114.910433,22.575769,114.8993742,22.57314797
2338,惠州市,惠东县,惠东县第二人民医院,惠东县吉隆镇埔仔广汕路边,0752-5902197,114.911043,22.79465399,114.8999911,22.7919831
2327,惠州市,惠东县,松坑卫生院,松坑车站旁,0752-8188044,114.9245764,23.18321292,114.9134948,23.18024182
872,河源市,紫金县,蓝塘镇预防接种门诊,蓝塘镇南山水桥,2889016,114.9282678,23.41431307,114.9171871,23.41122084
2315,惠州市,惠东县,吉隆镇卫生院,惠东县吉隆镇南园123号,0752-8631190,114.930018,22.803362,114.9189915,22.80045982
2339,惠州市,惠东县,吉隆安康医院,惠东县吉隆镇广汕路128路,0752-8631213,114.935504,22.818002,114.9244756,22.81499011
899,河源市,东源县,漳溪镇卫生院预防接种门诊,漳溪畲族乡街镇,8181333,114.935177,24.105623,114.9240944,24.10256432
922,河源市,和平县,和平县人民医院产科接种门诊,阳明镇下叶村,5601005,114.935907,24.44705003,114.9248042,24.44409017
914,河源市,和平县,和平县阳明镇卫生院工业园区接种点,和平县阳明镇东方国际二期40号,5634426,114.937848,24.460699,114.9267507,24.45770495
925,河源市,和平县,和平县大坝镇卫生院,和平县大坝街镇,5261120,114.938936,24.50945798,114.9278008,24.50644303
920,河源市,和平县,和平县合水镇卫生院,合水街镇22号,5431778,114.942688,24.393492,114.9315678,24.39038394
913,河源市,和平县,和平县阳明镇卫生院城南接种点,和平县阳明镇东山路珊背村004号（原计生站）,5634426,114.947272,24.440176,114.9361894,24.43700423
921,河源市,和平县,和平县妇幼保健院预防接种室,阳明镇东堤51号,5632700,114.94793,24.452792,114.9368535,24.44961306
2316,惠州市,惠东县,多祝卫生院,多祝镇新建路一门诊,0752-8100481,114.950689,23.037858,114.9396926,23.03448772
893,河源市,东源县,船塘中心卫生院预防接种门诊,东源县船塘镇中兴路北,8152161,114.951903,24.169555,114.9408144,24.16622014
923,河源市,和平县,和平县公白镇卫生院,公白镇街道25号,5230300,114.960337,24.28035,114.9492352,24.27696148
2319,惠州市,惠东县,黄埠镇卫生院,惠东县黄埠镇王府路,0752-8655624,114.9703351,22.75435607,114.9593308,22.75095337
909,河源市,东源县,黄田镇卫生院预防接种门诊,黄田镇街镇19号,8961123,114.9905918,23.88371311,114.9794036,23.88031798
898,河源市,东源县,曾田镇卫生院预防接种门诊,曾田镇街镇180号,8453997,114.993968,24.023673,114.9827293,24.02038
882,河源市,紫金县,黄塘镇预防接种门诊,广东省河源市紫金县黄塘镇桥头路,7286182,114.997591,23.69892304,114.9863565,23.69557589
906,河源市,东源县,上莞镇卫生院预防接种门诊,上莞镇南直街,8468074,114.9977475,24.10570633,114.9865092,24.10251175
926,河源市,和平县,和平县礼士镇卫生院,和平县礼士镇街镇16号,5781677,115.004227,24.223567,114.9929359,24.22051383
930,河源市,和平县,和平县上陵镇卫生院,上陵镇街道006号,5300101,115.005884,24.6089,114.9945342,24.60594925
2210,汕尾市,海丰,鹅埠镇卫生院预防接种门诊,"海丰县鹅埠镇振兴街南路1号
卫生院预防接种门诊",0755-22106290,115.009216,22.834762,114.9979469,22.83176903
