Province,region1,region2,name,Address,latitude,longitude
New Brunswick,BATHURST,PETIT ROCHER,PHARMACIE JEAN COUTU #379,63 RUE ROCHETTE,47.7851819,-65.7184845
Saskatchewan,Regina,,College Ave Drugs,"636 College Ave, Regina, SK, S4N 0X5",50.4411102,-104.5906283
Prince Edward Island,,Prince County,CORNWALL PHARMACY,"638 Main Street, Cornwall",46.2311002,-63.2156657
Saskatchewan,Regina,,Medicine Shoppe No. 280,"6380 Rochdale Boulevard, Regina, SK, S4X 4C2",50.4954649,-104.671999
New Brunswick,FREDERICTON,FREDERICTON,SOUTHSIDE PHARMACHOICE*,640 RUE PROSPECT STREET,45.9488999,-66.6861
New Brunswick,MONCTON,RICHIBUCTO,RIVERVIEW GUARDIAN,645 CHEMIN PINEWOOD ROAD - UNIT/UNIT? 2,46.0519408,-64.7899211
New Brunswick,SAINT JOHN,SAINT JOHN,WAL-MART PHARMACY,651 BOULEVARD FAIRVILLE BOULEVARD,45.25336049,-66.09438781
Ontario,,,Huron Perth Public Health,"653 W Gore St, Stratford, ON N5A 1L4",43.3686124,-81.0019126
Saskatchewan,Prince Albert,,Valu Lots Pharmacy 648,"675 15th Street West Prince Albert, SK S6V 7H9",53.1990577,-105.771803
New Brunswick,BATHURST,LAMEQUE,MEDICINE SHOPPE,68 RUE PRINCIPALE STREET,47.8709677,-65.791496
New Brunswick,SAINT JOHN,SAINT JOHN,LOBLAWS PHARMACY,680 RUE SOMERSET STREET,45.289451,-66.083879
Prince Edward Island,,Queens County,Loblaw Pharmacy #386,"680 University Ave, Charlottetown",46.2670287,-63.1466791
New Brunswick,MONCTON,MONCTON,SHOPPERS DRUG MART #2011,681 CHEMIN MOUNTAIN ROAD,46.0998268,-64.803003
Newfoundland and Labrador,,,Burgeo - Public Health Nurse,"7 Peddle Pl #460, Burgeo, NL A0N 2H0, Canada",47.6137473,-57.6227967
Saskatchewan,Martensville,,Pharmasave No. 466,"70 Centennial Drive N, Martensville, SK, SOK 2T0",52.291932,-106.6716751
New Brunswick,BATHURST,BATHURST      ,LOBLAWS PHARMACY,700 AVENUE ST. PETER AVENUE,47.6323128,-65.6677396
Saskatchewan,Whitewood,,Pharmasave No. 438,"701 Lalonde Street, Whitewood, SK, SOG 5C0",50.3301049,-102.2665082
Saskatchewan,Moose Jaw,,Rexall No. 7312,"701 Main Street N, Moose Jaw, SK, S6H 0W7",50.3965014,-105.5342731
New Brunswick,SAINT JOHN,SAINT JOHN,MILLIDGEVILLE PHARMACHOICE,703 AVENUE MILLIDGE AVENUE,45.2951694,-66.0982601
Prince Edward Island,,Prince County,TYNE VALLEY PHARMACY,"7033 Route 12, Tyne Valley",46.5793145,-63.9305408
Quebec,Abitibi-T¨¦miscamingue,La Sarre,Ancienne Boulangerie centrale,"7075 Casgrain Ave, Montreal, Quebec H2S 3A3",45.5354572,-73.6154992
Saskatchewan,Kindersley,,Wal-Mart Pharmacy No. 1065,"710 11th Avenue E, Kindersley, SK, SOL ISO",51.4727355,-109.1416541
Saskatchewan,Warman,,Shoppers Drug Mart #2479,"710 Centennial Blvd Warman, Saskatchewan S0K4S1",52.327856,-106.579462
Ontario,,,Peel Regional Health,"7120 Hurontario St, Mississauga, ON L5W 1N4",43.6474625,-79.7090492
Quebec,Mont¨¦r¨¦gie,,MERCIER,"719, boulevard Saint-Jean-Baptiste",45.6405872,-73.4930921
Newfoundland and Labrador,,,Lethbridge Health and Community Services,73 Forest Drive?Newfoundland and Labrador?A0C 1V0,48.3142917,-53.8498543
Prince Edward Island,,Prince County,RUSTICO PHARMACY,"7379 Cavendish Road, North Rustico",46.4628018,-63.3187197
Saskatchewan,Lloydminster,,Shoppers Drug Mart No. 2364,"7509 44th Street, Lloyd minster, AB, T9V 0X9",53.277416,-110.0555386
New Brunswick,MIRAMICHI,NEGUAC,PHARMACIE JEAN COUTU #443,759 RUE PRINCIPALE STREET,47.7088692,-65.7052153
Newfoundland and Labrador,,,Mount Pearl Square(COVID),760 Topsail Road (C) Newfoundland and Labrador A1N 3J5,47.5247068,-52.7808332
Newfoundland and Labrador,,,Mount Pearl Square (COVID),760 Topsail Road (C)?Newfoundland and Labrador?A1N 3J5,47.5247068,-52.7808332
New Brunswick,MONCTON,MONCTON,SOBEYS PHARMACY,77 AVENUE FILLES DE JESUS AVENUE,46.1227391,-64.7682182
Quebec,Outaouais,,CENTRE MULTISERVICES DE SANT? ET DE SERVICES SOCIAUX DE GATINEAU,777 La Gappe Blvd.Gatineau QC J8T 8R2,45.4832565,-75.6856644
Saskatchewan,Swift Current,,Rexall No. 7301,"780 Central Avenue N, Swift Current, SK, S9H 0M3",50.2939783,-107.8012467
Saskatchewan,Moose Jaw,,Moose Jaw Co-op Pharmacy at Hillcrest,"7A Thatcher Drive E, Moose Jaw, SK, S6J 1L8",50.4121549,-105.5324133
Saskatchewan,Emerald Park,,Pharmasave No. 436,"7D Great Plains Road, Emerald Park, SK, S4L1B6",50.4468571,-104.3898803
Saskatchewan,Saskatoon,,Medicine Shoppe No. 165,"8 234 Primrose Drive, Saskatoon, SK, S7K 6Y6",52.1720163,-106.6335503
Prince Edward Island,,Prince County,Walmart Pharmacy,80 Buchanan Drive?Prince Edward Island?C1E 2E5,46.2619199,-63.1522447
Prince Edward Island,,Queens County,Walmart Pharmacy,80 Buchanan Drive?Prince Edward Island?C1E 2E5,46.2619199,-63.1522447
New Brunswick,SAINT JOHN,SUSSEX,WAL-MART PHARMACY,80 RUE MAIN STREET,46.2883687,-67.5146892
Saskatchewan,Prince Albert,,Wal-Mart Pharmacy No. 3073,"800 15th Street E, Prince Albert, SK, S6V 8R3",53.2000045,-105.7318334
New Brunswick,MONCTON,MONCTON,LAWTONS DRUGS,800 CHEMIN MOUNTAIN ROAD SUITE-101,46.0993131,-64.8066803
Saskatchewan,Saskatoon,,Shoppers Drug Mart No. 2468,"80145 Gibson Bend, Saskatoon, SK, S7V 0V2",52.1319805,-106.5534889
New Brunswick,FREDERICTON,EDMUNDSTON,WAL-MART PHARMACY,805 RUE VICTORIA STREET,47.3953153,-68.3414151
Saskatchewan,La Ronge,,Harbour Pharmacy,"809 La Ronge Avenue, La Ronge, SK, SOJ 1L0",55.101156,-105.2902621
Saskatchewan,La Ronge,,La Ronge Pharmacy,"816 La Ronge Ave. La Ronge, SK SOJ 1L0",55.1014592,-105.2906674
Yukon,,Watson Lake,Watson Lake health center,"817 Ravenhill Dr, Watson Lake, YT Y0A 1C0",60.0703236,-128.7111993
Saskatchewan,Meadow Lake,,Drugstore Pharmacy No. 9040,"828 9th Street West, Meadow Lake, SK, S9X1S9",54.1224467,-108.4501414
Quebec,C?te-Nord,Centre int¨¦gr¨¦ de sant¨¦ et de services sociaux de la C?te-Nord,Centre int¨¦gr¨¦ de sant¨¦ et de services sociaux de la C?te-Nord,"835 Boulevard Jolliet, Baie-Comeau, Quebec G5C 1P5",49.1908115,-68.2563799
Saskatchewan,Saskatoon,,Pharmasave No. 446,"839 20th Street W, Saskatoon, SK, S7M 4C4",52.1260108,-106.6827002
Newfoundland and Labrador,,,Pasadena - Public Health Nurse,"83A Midland Row, Pasadena, NL, A0L 1K0",49.012377,-57.5893001
Quebec,Outaouais,,CLSC SAINT-R?DEMPTEUR,"85, Saint-R¨¦dempteur St.Gatineau QC J8X 4E6",45.4270478,-75.7219425
Quebec,Outaouais,,CANTLEY CLSC,850 Mont¨¦e de la SourceCantley QC J8V 3H4,45.5680802,-75.7815804
New Brunswick,MONCTON,MONCTON,SHOPPERS DRUG MART #184,860 CHEMIN MOUNTAIN ROAD,46.1004954,-64.8113928
New Brunswick,BATHURST,BERESFORD,PHARMACIE ACADIENNE,879 RUE PRINCIPALE STREET - UNIT?/UNIT 2,45.9691847,-64.6473737
New Brunswick,FREDERICTON,FLORENCEVILLE,SMITH DRUGS,8818 RUE MAIN STREET ¨C UNIT/UNIT? 2,46.452301,-67.6074946
Quebec,Mauricie-et-Centre-du-Qu¨¦bec,,Point de service local (vaccination ) -La Tuque,"885, Boulevard Ducharme (Auditorium)",47.4284856,-72.7856203
New Brunswick,MONCTON,MONCTON,LOBLAWS PHARMACY,89 PROMENADE TRINITY DRIVE,46.1185452,-64.8325383
Saskatchewan,Regina,,Greens Pharmacy,"9 3850 Green Falls Drive, Regina, SK, S4V 3M1",50.4166345,-104.5177621
Saskatchewan,Warman,,Pharmasave No. 465 Warman,"9 910 Centennial Boulevard, Warman, SK, S0K4S1",52.3350285,-106.5783188
Prince Edward Island,,Queens County,Shoppers Drug Mart,"9 Kinlock Rd, Stratford",46.2212241,-63.0883949
Quebec,Outaouais,,LA P?CHE CLSC,9 Passe-Partout RoadLa P¨ºche QC J0X 2W0,45.6416812,-76.039949
New Brunswick,MONCTON,MONCTON,MEDICINE SHOPPE,90 CHEMIN MAPLETON ROAD,46.1091836,-64.8238888
New Brunswick,BATHURST,BATHURST      ,WAL-MART PHARMACY,900 RUE ST. ANNE STREET,47.6275417,-65.6847799
Saskatchewan,Swift Current,,Shoppers Drug Mart No. 2456,"911 Central Avenue N, Swift Current, SK, S9H 3V3",50.2958609,-107.7980124
New Brunswick,SAINT JOHN,WELSHOOL,HERRING COVE PHARMACY,924 ROUTE 774 ¨C UNIT/UNIT? 2,44.8834925,-66.9432895
Saskatchewan,Regina,,Medicine Shoppe No. 257,"930 Victoria Avenue, Regina, SK, S4N 0R7",50.4475493,-104.5945321
New Brunswick,MONCTON,RICHIBUCTO,KENT GUARDIAN,9385 RUE MAIN STREET,46.6821644,-64.8618269
Quebec,Laurentides,,Sainte-Agathe-des-Monts,"96 Rue Principale Est, Sainte-Agathe-des-Monts",46.0465299,-74.2836706
New Brunswick,MONCTON,MONCTON,MEDICINE SHOPPE,960 BOULEVARD ST. GEORGE BOULEVARD,46.0820973,-64.8209363
New Brunswick,MONCTON,SACKVILLE,PHARMACIE JEAN COUTU #203,97 RUE MAIN STREET,46.4481753,-67.6143363
Ontario,,,Region of Waterloo Public Health,"99 Regina St S, Waterloo, ON N2J 4V3",43.462908,-80.5208048
Nunavut,,,Chesterfield Inlet Health Centre,"9th St, Chesterfield Inlet, NU X0C 0B0",63.3376388,-90.7083767
Saskatchewan,Prince Albert,,Crescent Park Pharmacy,"A1501 Olive Diefenbaker Drive, Prince Albert, SK, S6V 7P4",53.1870912,-105.7108414
Saskatchewan,Saskatoon,,Meadowgreen Pharmacy,"A-501 Avenue W South, Saskatoon, SK, S7M 4R5",52.1214943,-106.7064307
Nunavut,,,Arctic Bay Health Centre,"Arctic Bay Health Centre,Arctic Bay?",73.0304748,-85.1692545
Saskatchewan,Saskatoon,,White's Pharmacy,"B 3315 Fairlight Drive, Saskatoon, SK, S7M 3Y5",52.1275102,-106.7226317
Saskatchewan,Saskatoon,,London Drugs No. 65,"B-01134 Primrose Drive, Saskatoon, SK, S7K 5S6",52.1674479,-106.6439135
Northwest Territories,,,Behchoko??,"Bag #5,?Behchok??, NT ?X0E 0Y0",62.8307622,-116.0489624
Northwest Territories,,,Tuktoyaktuk,"Bag 1000,?Tuktoyaktuk, NT X0E 1C0",69.445358,-133.034181
Northwest Territories,,,Inuvik,"Bag Service #2,?285 MacKenzie Rd, Inuvik, NT X0E 0T0",68.35406,-133.7035139
Nunavut,,,Baker Lake Health Centre,"Baker Lake Health Centre,Baker Lake",64.3163659,-96.016521
Quebec,?Saguenay¨CLac-Saint-Jean,,RLS de Chicoutimi,"B?tisse CGI, 930, rue Jacques-Cartier Est, 4e ¨¦tage, Entr¨¦e #1,? Chicoutimi, QC G7H 7K9",48.4233629,-71.0405101
Saskatchewan,Moose Jaw,,Shoppers Drug Mart No. 402,"Bay F, 710 Main Street N, Moose Jaw, SK, S6H 3K5",50.3964914,-105.5358594
Nunavut,,,Birthing Centre,"Birthing Centre,Rankin Inlet?",62.808375,-92.0852853
Newfoundland and Labrador,,,BLACK TICKLE,"BLACK TICKLE, ",53.469444,-55.785
Newfoundland and Labrador,,,Picadilly - Public Health Nurse,"Box 15, Site 3, RR#2, 97 Main Road, Port au Port, NL, A0N 1T0",48.5597104,-58.722534
Newfoundland and Labrador,,,Cape St. George - Public Health Nurse,"Box 15, Site 3, RR#2, Port au Port, NL, A0N 1T0",48.556923,-58.71149
Yukon,,Burwash Landing and Destruction Bay,Burwash Landing and Destruction Bay health center,Burwash Landing and Destruction Bay health center,61.2524715,-138.8008311
Ontario,,,Niagara Regional Area Health Unit,"Campbell East Building, MASKS ARE REQUIRED, 1815 Sir Isaac Brock Way, Thorold",43.1167865,-79.2409854
Newfoundland and Labrador,,,CARTWRIGHT,"CARTWRIGHT, ",53.7070086,-57.0233174
Newfoundland and Labrador,Change Islands,,Change Islands Comm. HealthCentre,Change Islands NLA0G 1R0,49.6704921,-54.4063536
Newfoundland and Labrador,,,CHARLOTTETOWN,"CHARLOTTETOWN, ",52.7721971,-56.1186283
Newfoundland and Labrador,,,CHURCHILL FALLS,"CHURCHILL FALLS, ",53.5317269,-64.006395
Nunavut,,,Clyde River Health Centre,"Clyde River Health Centre,Clyde River",70.474306,-68.5857177
Nunavut,,,Coral Harbour Health Centre,"Coral Harbour Health Centre,Coral Harbour",64.138834,-83.169897
Newfoundland and Labrador,,,Bay Roberts Community Services,"Dawe Building, 11-17 Bareneed Rd?Newfoundland and Labrador?A0A 1G0",47.5777627,-53.2788313
Yukon,,Destruction Bay,Destruction Bay health center,Destruction Bay health center,61.2524715,-138.8008311
Newfoundland and Labrador,,,Dr. C.V Smith Memorial Health Centre,Division No.7 Subd?Newfoundland?A0G1L0,49.2584583,-54.9226942
Newfoundland and Labrador,,,Doyles - Public Health Nurse,"Doyles Clinic, P.O. Box 112, Doyles, NL, A0N 1J0",47.830614,-59.191306
Saskatchewan,Regina,,Shoppers Drug Mart No. 427,"E4 2223 Victoria Avenue E, Regina, SK, S4N 6E4",50.4450227,-104.5528808
Newfoundland and Labrador,,,FORTEAU & SURROUNDING AREA,"FORTEAU & SURROUNDING AREA, ",51.4736442,-56.9575656
Quebec,Lanaudi¨¨re,,Vaccination centres in Lanaudi¨¨re?,"Galeries Joliette, 1075, boulevard Firestone in Joliette",46.0326425,-73.4260206
Quebec,Lanaudi¨¨re,,,Galeries Rive Nord,45.742263,-73.4586568
Northwest Territories,,,Gam¨¨t¨¬,"General Delivery, Gam¨¨t¨¬, NT X0E 1R0",64.1121952,-117.3539846
Northwest Territories,,,Wrigley,"General Delivery, Wrigley, NT X0E 1E0",63.221472,-123.454781
Northwest Territories,,,Colville Lake,"General Delivery,?Colville Lake, NT ?X0E 1L0",67.0402034,-126.0906933
Northwest Territories,,,D¨¦l?n¨º,"General Delivery,?D¨¦l?n¨º, NT ?X0E 0G0",65.187021,-123.4239102
Northwest Territories,,,Fort Liard,"General Delivery,?Fort Liard,?NT ?X0G 0A0",60.2262623,-123.3428724
Northwest Territories,,,Jean Marie River,"General Delivery,?Jean Marie River, NT X0E 0N0",61.532927,-120.634679
Northwest Territories,,,Nahanni Butte,"General Delivery,?Nahanni Butte, NT X0E 0N0",61.0334654,-123.3833648
Northwest Territories,,,Sachs Harbour,"General Delivery,?Sachs Harbour, NT X0E 0Z0",71.985123,-125.246483
Northwest Territories,,,Sambaa K¡¯e,"General Delivery,?Sambaa K¡¯e, NT X0E 1Z0",60.4406678,-121.2444842
Northwest Territories,,,Tsiigehtchic,"General Delivery,?Tsiigehtchic, NT X0E 0B0",67.4418167,-133.7429147
Northwest Territories,,,Wekwe¨¨t¨¬,"General Delivery,?Wekwe¨¨t¨¬, NT X0E 1W0",64.1903707,-114.1841015
Northwest Territories,,,What¨¬,"General Delivery,?What¨¬, NT X0E 1P0",63.1439642,-117.2693419
Nunavut,,,Grise Fiord Health Centre,"Grise Fiord Health Centre,Grise Fiord?",76.4189856,-82.9016082
Nunavut,,,Hall Beach Health Centre,"Hall Beach Health Centre,SANIRAJAK",68.7898673,-81.2336718
Nunavut,,,Igloolik Health Centre,"Igloolik Health Centre,Igloolik",69.3770121,-81.8023308
Nunavut,,,Kativik Health Centre,"Kativik Health Centre,Gjoa Haven",68.6225221,-95.8708516
Nunavut,,,Kimmirut Health Centre,"Kimmirut Health Centre,Kimmirut",62.8486093,-69.8703997
Nunavut,,,Kinngait Health Centre,"Kinngait Health Centre,Kinngait",64.2315288,-76.5398095
Nunavut,,,Kugaaruk Health Centre,"Kugaaruk Health Centre,Kugaaruk",68.5331676,-89.823749
Nunavut,,,Kugluktuk Health Centre,"Kugluktuk Health Centre,Kugluktuk",67.8266285,-115.0924211
Newfoundland and Labrador,,,LABRADOR CITY,"LABRADOR CITY, ",52.9383852,-66.9153137
Quebec,?Saguenay¨CLac-Saint-Jean,,RLS de Lac-Saint-Jean-Est,"Le Centre Alma, 705 avenue du Pont Nord,??Alma, Qu¨¦bec,?G8B 5B8",48.5621728,-71.6390256
Quebec,?Saguenay¨CLac-Saint-Jean,,RLS de Jonqui¨¨re?,"Le Centre Jonqui¨¨re,?3460 Boulevard St Fran?ois,??Jonqui¨¨re, Qu¨¦bec,?G7X 8L3",48.4139494,-71.2250288
Quebec,?Saguenay¨CLac-Saint-Jean,,RLS Maria-Chapdelaine,"Les C?urs Vaillants,?170 Avenue de la Fabrique,??Dolbeau-Mistassini, Qu¨¦bec, G8L 2C9",48.8848974,-72.2438486
Quebec,?Saguenay¨CLac-Saint-Jean,,RLS de La Baie,"Les Galeries?de La Baie?,?2100 Rue Bagot,??La Baie, Qu¨¦bec,?G7B 3Z3??",48.3365619,-70.8959828
Quebec,?Saguenay¨CLac-Saint-Jean,,RLS Domaine-du-Roy,"Local?des Chevaliers de Colomb?(conseil 2442),?425 avenue FX Bouchard?,?Roberval, Qu¨¦bec, G8H 3R1",48.5160796,-72.2267461
Newfoundland and Labrador,,,MARY'S HARBOUR,"MARY'S HARBOUR, ",52.3051896,-55.8374021
Nunavut,,,Naujaat Health Centre,"Naujaat Health Centre,Naujaat",66.5252853,-86.2361104
Newfoundland and Labrador,,,Woody Point - Public Health Nurse,"P. O Box 9, 197 Main Street, Woody Point, NL, A0K 1P0",49.4964204,-57.9266164
Newfoundland and Labrador,,,Port Saunders - Public Health Nurse,"P.O Box 40, 157 Route 430-26, Port Saunders, NL, A0K 4H0",50.6039888,-57.1725042
Newfoundland and Labrador,,,Norris Point - Public Health Nurse,"P.O Box 70, 131-133 Main Street, Norris Point, NL, A0K 3V0",49.6009134,-57.9270165
Northwest Territories,,,Fort Smith?,"P.O. Box 1080, Fort Smith, NT X0E 0P0",60.00552,-111.8849379
Northwest Territories,,,Tulita,"P.O. Box 145,?Tulita, NT X0E 0K0",64.9009714,-125.5751153
Newfoundland and Labrador,Conne River,,Amelia Joe Community Centre,P.O. Box 160 Conne River NL   A0H 1J0,47.8635922,-55.7568694
Northwest Territories,,,Ulukhaktok,"P.O. Box 160,?Ulukhaktok, NT X0E 0S0",70.7367504,-117.7704442
Newfoundland and Labrador,,,Benoit's Cove - Public Health Nurse,"P.O. Box 160Benoit's Cove, NLA0L 1A0",49.0069976,-58.1283586
Northwest Territories,,,Fort Resolution,"P.O. Box 1997, Fort Resolution, NT X0E 0M0",61.172054,-113.673764
Newfoundland and Labrador,Belleoram,,Belleoram Community Health Centre,P.O. Box 206 Belleoram NL A0H 1B0,47.5254139,-55.4118196
Newfoundland and Labrador,Robert¡¯s Arm,,Robert¡¯s Arm Comm. Health Centre,P.O. Box 219 Robert¡¯s Arm NL  A0J 1R0,49.4886473,-55.809781
Northwest Territories,,,Fort Simpson,"P.O. Box 246, Fort Simpson, NT X0E 0N0",61.8627978,-121.353033
Northwest Territories,,,Fort Providence,"P.O. Box 260, Fort Providence, NT X0E 0L0",61.3576238,-117.6606538
Newfoundland and Labrador,,,Ramea - Public Health Nurse,"P.O. Box 269, Ramea, NL, A0N 2J0",47.52243,-57.3886222
Newfoundland and Labrador,Centreville/Trinity,,Centreville Community Health Centre,P.O. Box 29 Centreville NL   A0G 4P0,48.9813683,-53.9071668
Newfoundland and Labrador,Gambo,,Dr. Brian Adams Memorial Community Health Centre,P.O. Box 329 Gambo NL   A0G 1T0,48.789188,-54.2093974
Newfoundland and Labrador,Buchans,,A.M. Guy Mem. Health Centre,P.O. Box 39 Buchans NL   A0H 1G0,48.8254845,-56.851979
Newfoundland and Labrador,,,Stephenville Crossing - Public Health Nurse,"P.O. Box 435, 1 Hospital Road, Stephenville Crossing, NL, A0N 2C0",48.5074186,-58.4362339
Northwest Territories,,,Fort McPherson,"P.O. Box 56, Fort McPherson, NT X0E 0J0",67.436445,-134.880755
Northwest Territories,,,?utselk'e,"P.O. Box 56,??utselk'e, NT X0E 1A0",62.405494,-110.736935
Newfoundland and Labrador,,,Hampden - Public Health Nurse,"P.O. Box 57, 163-165 Main Road, Hampden, NL, A0K 2Y0",49.532325,-56.8730917
Newfoundland and Labrador,Fogo,,Fogo Island Health Centre,P.O. Box 9 Fogo NL    A0G 2B0,49.6690174,-54.1404243
Northwest Territories,,,Fort Good Hope,"P.O. Box 9,?Fort Good Hope,?NT ?X0E 0H0",66.2604986,-128.6257733
Saskatchewan,lle-a-la-Crosse,,Northern Pharmacy #344,"Parcel a la Jeunnesse Avenue, lle-a-la-crosse, SK, SOM ICO",55.4384109,-107.8993148
Yukon,,Pelly Crossing,Pelly Crossing health center,Pelly Crossing health center,62.817979,-136.568795
New Brunswick,BATHURST ,,TRACADIE-SHEILA PUBLIC HEALTH /CENTRE DE LA SANT? PUBLIQUE DE TRACADIESHEILA,"PLACE TRACADIE PLACE, 3520 RUE PRINCIPALE STREET",47.4791833,-64.9183379
Newfoundland and Labrador,,,"Western Memorial Regional Hospital, 5th Floor",PO Box 2005 1 Brookfield Ave?NL?A2H 6J7,48.9484009,-57.930671
Newfoundland and Labrador,Brookfield,,Dr. Y.K. Jeon Kittiwake Health Centre,PO BOX 209 Badger¡¯s Quay NL   A0G 1B0,49.1318132,-53.5919358
Nunavut,,,Pond?Inlet?Health Centre,"Pond?Inlet?Health Centre,Pond?Inlet?",72.7001169,-77.9585316
Newfoundland and Labrador,,,PORT HOPE SIMPSON,"PORT HOPE SIMPSON, ",52.5433087,-56.3001874
Nunavut,,,Qikiqtani General Hospital,"Qikiqtani General Hospital,IQALUIT",63.7501461,-68.5093124
Nunavut,,,Qikiqtarjuaq Health Centre,"Qikiqtarjuaq Health Centre,Qikiqtarjuaq ",67.556484,-64.0310721
Saskatchewan,Humboldt,,Loblaw Pharmacy No. 4628,"R1 -1919 8th Avenue, Humboldt, SK, SOK 2A0",52.2033309,-105.1413663
Nunavut,,,Resolute Bay Health Centre,"Resolute Bay Health Centre,Resolute Bay",74.6987252,-94.831345
Nunavut,,,Sanikiluaq Health Centre,"Sanikiluaq Health Centre,SANIKILUAQ",56.5407678,-79.22321
Newfoundland and Labrador,,,ST. LEWIS,"ST. LEWIS, ",52.3687992,-55.6851027
Yukon,,Teslin,Teslin health center,Teslin health center,60.1659872,-132.7246909
Newfoundland and Labrador,,,Bell Island - St. Michael's Parish Hall,Town Square?Newfoundland and Labrador?A0A 4H0,47.6217278,-52.9783633
Saskatchewan,Regina,,Alliance Health Pharmacy,"Unit A, 1101 Kramer Boulevard, Regina, SK, S4S 5W4",50.4150023,-104.5961827
Saskatchewan,Saskatoon,,West Side Pharmacy,"Unit D-102 Avenue P South, Saskatoon, SK, S7M 2V9",52.1288474,-106.6935365
Nunavut,,,Whale Cove Health Centre,"Whale Cove Health Centre,Whale Cove",62.2426297,-92.6024027
Newfoundland and Labrador,,,Connaigre Peninsula Health Center-Public Health Office,1 Alexander Drive?NL?A0H 1P),47.4690622,-55.8265555
Newfoundland and Labrador,,,Connaigre Peninsula Health Center-Public Health Office,1 Alexander Drive?NL?A0H 1P),47.4690622,-55.8265555
New Brunswick,FREDERICTON,KESWICK,KESWICK PHARMACY,10 ALL?E YERXA LANE,45.9953826,-66.8299309
Saskatchewan,Bengough,,Bengough Drugs Ltd.,"100 Main Street, Bengough, SK, SOC 0K0",49.397809,-105.1283085
Ontario,,,Eastern Ontario Health Unit,Eastern Ontario Health Unit,45.0291656,-74.7364067
New Brunswick,CAMPBELLTON,CAMPBELLTON,PHARMACIE JEAN COUTU #109,101 RUE WATER STREET,48.0075941,-66.6743471
New Brunswick,MONCTON,ST-LOUIS DE KENT,PHARMACIE JEAN COUTU #360,10525 RUE PRINCIPALE STREET,46.7373528,-64.9717393
Nunavut,,,Audiology reception,"Audiology reception,IQALUIT",63.7509036,-68.5311077
New Brunswick,MIRAMICHI,NEGUAC,PHARMACHOICE,11085 RUE PRINCIPALE STREET,46.7297711,-65.4247648
Saskatchewan,Tisdale,,Pharmasave No. 426,"1116100th Street, Tisdale, SK, SOE ITO",52.8494246,-104.0472097
Saskatchewan,Tisdale,,Lacroix Drug,"1120100th Street, Tisdale, SK, SOE ITO",52.8495024,-104.0470958
New Brunswick,BATHURST,BATHURST      ,SOBEYS PHARMACY,1125 AVENUE ST. PETERS AVENUE,47.6356805,-65.6751227
New Brunswick,MONCTON,REXTON,REXTON PHARMACY,114 RUE MAIN STREET,46.6474715,-64.8763312
New Brunswick,FREDERICTON,KEDGWICK,LA PHARMACIE KEDGWICK,116 RUE NOTRE-DAME STREET- UNIT?/UNIT A 5¨C 11 COVID-19,47.6457284,-67.3515933
Quebec,Outaouais,,GRACEFIELD CLSC,"12-A, Principale St.Gracefield QC J0V 1W0",46.0917701,-76.0520314
New Brunswick,EDMUNDSTON ,,EDMUNDSTON PUBLIC HEALTH /EDMUNDSTON CENTRE DE LA SANT? PUBLIQUE DE,"121 RUE DE CHURCH STREET, BUREAU/UNIT 330",47.3635781,-68.3298235
Saskatchewan,North Battleford,,Pharmasave No. 467,"1271100 Street, North Battleford, SK, S9A 0V6",52.7760507,-108.2992459
New Brunswick,MIRAMICHI,MIRAMICHI,DICKISON'S PHARMASAVE,135 RUE HENRY STREET,47.0008461,-65.5657292
New Brunswick,FREDERICTON,PERTH-ANDVOVER,LEWIS PHARMACY,14 F CHEMIN TRIBE ROAD,46.7466549,-67.7133909
Prince Edward Island,,,O'leary Vaccination Clinic,14 MacKinnon DriveO'Leary PEC0B 1V0,46.7073413,-64.2365456
Yukon,,Beaver Creek,Beaver Creek health center,Beaver Creek health center,43.8615245,-79.3886141
Saskatchewan,Regina,,Vital Care Pharmacy,"155014 Ave #110, Regina, SK S4P 0W6",50.4441525,-104.6030918
New Brunswick,FREDERICTON,PERTH-ANDVOVER,JOHNSON DRUG STORE LTD,16F CHEMIN TRIBE ROAD,46.7466516,-67.7134217
Saskatchewan,Saskatoon,,Medicine Shoppe No. 120,"2,17018th Street E, Saskatoon, SK, S7H 5J6",52.115205,-106.6303467
New Brunswick,MIRAMICHI ,,MIRAMICHI PUBLIC HEALTH /CENTRE DE LA SANT? PUBLIQUE DE MIRAMICHI,1780 RUE WATER STREET BUREAU/UNIT 300,47.0304583,-65.4691474
Newfoundland and Labrador,,,Exploits Community Health Centre,2 Airbase Road?Newfoundland?A0H1E0,49.1499253,-55.3452655
Newfoundland and Labrador,Botwood,,Exploits Comm. Health Centre,2 Airbase RoadP.O. Box 945 Botwood NL   A0H 1E0,49.1499253,-55.3452655
Saskatchewan,Saskatoon,,Shoppers Drug Mart No. 411,"2011st Avenue S, Saskatoon, SK, S7K1J9",52.127515,-106.667624
Prince Edward Island,,Queens County,Southshore Pharmacy,20557 Trans Canada Highway,46.2411138,-63.5039498
Quebec,?Bas-Saint-Laurent,,Point de service local -?T¨¦miscouata-sur-le-Lac (vaccination et d¨¦pistage),"829-A, rue du CentreT¨¦miscouata-sur-le-Lac? (Qu¨¦bec)??G0L 1E0?",47.6818693,-68.8809249
Saskatchewan,,,NIPAWIN,210 2nd Street West,53.3605397,-104.0189874
