Province,District,Facility,latitude,longitude,public_or_private
Northern Cape,Frances Baard DM,Galeshewe Day Hospital,-28.7286547,24.7467836,Public
Northern Cape,,Ganspan Clinic,-27.969,24.76211,Public
Northern Cape,,Griekwastad (Helpmekaar) Community Health Centre,-28.84331,23.25339,Public
Northern Cape,,Harmony Home ,-28.74374717,24.7800457,Public
Northern Cape,,Hartswater (Connie Vorster) Hospital,-27.75766,24.81333,Public
Northern Cape,,Hopetown Pharmacy,-29.9438308,23.6742257,Private
Northern Cape,Frances Baard DM,Jan Kemp Apteek,-27.92091512,24.83682697,Private
Northern Cape,,Jan Kempdorp Community Health Centre,-27.92212,24.83468,Public
Northern Cape,,Jane Keyser Clinic,-27.9150037,24.8305446,Public
Northern Cape,,Kakamas Hospital,-28.78055,20.62249,Public
Northern Cape,,Kakamas Pharmacy,-28.7732556,20.6210991,Private
Northern Cape,,Keimoes Apteek,-29.352682,21.150526,Private
Northern Cape,,Keimoes Community Health Centre,-28.70541,20.95593,Public
Northern Cape,,Kuruman Clinic,-27.44738,23.43588,Public
Northern Cape,John Taole Gaetsewe DM,Kuruman Hospital,-27.46592,23.42663,Public
Northern Cape,,Lehlohonolo Adams Clinic,-29.06812,23.77439,Public
Northern Cape,Frances Baard DM,Libra Pharmacy,-28.74382316,24.75202097,Private
Northern Cape,ZF Mgcawu DM,Lime Acres Pharmacy,-28.35990965,23.47405603,Private
Northern Cape,,Louisvaleweg Clinic,-28.47623,21.26884,Public
Northern Cape,,Lowryville Clinic,-30.70819,25.10117,Public
Northern Cape,,Manne Dipico (Colesberg) Hospital,-30.73001,25.08956,Public
Northern Cape,,Martha Griffiths Community Health Centre,-29.2507,16.87164,Public
Northern Cape,,Medi-Rite Pharmacy - Kimberley,-28.74261,24.7643,Private
Northern Cape,Frances Baard DM,Mediclinic Gariep Hospital,-28.76439983,24.73694877,Private
Northern Cape,,Mediclinic Upington,-28.4402571,21.2672731,Private
Northern Cape,,Medirite Pharmacy - Diamond Pavilion,-28.76535,24.76281,Private
Northern Cape,,Medirite Pharmacy - Kuruman,-27.457209,23.434679,Private
Northern Cape,,Medirite Pharmacy - Upington,-28.460577,21.242698,Private
Northern Cape,,Nanqo Simon Zono Clinic,-30.70022,25.09775,Public
Northern Cape,Frances Baard,New Mental Health Hospital,-28.77368535,24.72461858,Public
Northern Cape,,NHN Lenmed Royal Hospital and Heart Centre,-28.7560895,24.76166,Private
Northern Cape,,Niekerkshoop Clinic,-29.3229,22.83906,Public
Northern Cape,,Northern Cape Specialised Psychiatric Hospital,-28.7374884,24.7228723,Public
Northern Cape,,Norvalspont Clinic,-30.62983,25.45489,Public
Northern Cape,,Noupoort (Fritz Visser) Community Health Centre,-31.17521,24.95546,Public
Northern Cape,J T Gaetsewe DM,Olifantshoek Community Health Centre,-27.938892,22.7353015,Public
Northern Cape,Namakwa DM,Ons Apteek Aggeneys,-29.24259732,18.84395456,Private
Northern Cape,,Petrusville Clinic,-30.07867,24.657,Public
Northern Cape,Namakwa DM,Pharmacy at Spar Namaqualand,-29.66447033,17.88777345,Private
Northern Cape,,Pofadder Community Health Centre,-29.13399,19.3983,Public
Northern Cape,,Port Nolloth Community Health Centre,-29.25072,16.87164,Public
Northern Cape,,Postmasburg Hospital,-28.32763,23.06008,Public
Northern Cape,,Prieska (Bill Pickard) Hospital,-29.66818,22.73732,Public
Northern Cape,,Prieska Clinic,-29.66648,22.73116,Public
Northern Cape,,Prieska Pharmacy,-29.6666899,22.7491534,Private
Northern Cape,,Prof ZK Matthews Hospital,-28.54003,24.51488,Public
Northern Cape,,Progress Clinic,-28.46151,21.21994,Public
Northern Cape,,Ritchie Clinic,-29.02894,24.58801,Public
Northern Cape,,Riverton Satellite Clinic,-28.5182,24.69567,Public
Northern Cape,Frances Baard DM,Robert Mangaliso Sobukwe Hospital,-28.74606,24.77263,Public
Northern Cape,,Sarah Strauss Clinic,-28.45458,21.20511,Public
Northern Cape,,Schmidtsdrift Satellite Clinic,-28.70148,24.06327,Public
Northern Cape,,Sishen Occupational Health Clinic,-27.6938321,23.0021866,Public
Northern Cape,,Springbok (Dr Van Niekerk) Hospital,-29.66059,17.88323,Public
Northern Cape,Namakwa DM,Springbok Hospital,-29.6638146,17.8815339,Public
Northern Cape,,The Local Choice Pharmacy Dinuwi,-27.692016,23.067151,Private
Northern Cape,,Tshwaragano Hospital,-27.3067,23.34494,Public
Northern Cape,,Ulysses Gogi Modise Clinical Services Pharmacy,-27.699084,23.051025,Private
Northern Cape,ZF Mgcawu DM,Upington Apteek,-28.45757759,21.24718158,Private
Northern Cape,ZF Mgcawu DM,Upington Clinic/Harry Surtie Hospital,-28.45982182,21.23222819,Public
Northern Cape,,Valspan Clinic,-27.915,24.81848,Public
Northern Cape,,Victoria West (BJ Kempengedenk) Community Health Centre,-31.40601,23.1177,Public
Northern Cape,,Victoria West Clinic,-31.40430543,23.11730128,Public
Northern Cape,,Warrenton Community Health Centre,-28.10709,24.85925,Public
Northern Cape,,West End Spec TB Hosp,-28.8067,24.77374,Public
Western Cape,Cape Town MM,Adriaanse Clinic,-33.93798721,18.58502902,Public
Western Cape,Cape Town MM,Afya Pharmacy,-33.9013739,18.6252578,Public
Western Cape,Garden Route DM,Alan Blyth Hospital,-33.48659042,21.2688795,Public
Western Cape,Garden Route DM,Albertinia Clinic,-34.2081,21.5849,Public
Western Cape,Overberg DM,Albertyn Pharmacy,-34.33855001,19.03276735,Private
Western Cape,,Albow Gardens Community Day Clinic,-33.9002731,18.4896971,Public
Western Cape,Cape Town MM,Alexandra Hospital,-33.9293,18.4845,Public
Western Cape,Garden Route DM,Alma Community Day Clinic,-34.1810073,22.0923309,Public
Western Cape,Garden Route DM,Alma Mobile 1,-34.1804676,22.0923219,Public
Western Cape,Cape Town MM,Andile Msizi Hall,-34.02,18.66,Public
Western Cape,Garden Route DM,Arrie Nel Fynbos Pharmacy,-34.37395455,21.40500891,Private
Western Cape,Garden Route DM,Arrie Nel Protea Pharmacy,-33.9604921,22.4559795,Private
Western Cape,Cape Town MM,Arun Place Link Pharmacy,-34.09284048,18.86018466,Private
Western Cape,,Ashton Hall,-33.832056,20.0535053,Public
Western Cape,,Athlone Stadium,-33.9618853,18.5184353,Public
Western Cape,,Atlantis Pharmacy,-33.563562,18.4939979,Private
Western Cape,Cape Town MM,Aurora Pharmacy at Spar,-33.83312689,18.63143758,Private
Western Cape,,Barrydale Clinic,-33.90783,20.72283,Public
Western Cape,,Baykem Pharmacy,-34.1462212,18.856779,Private
Western Cape,Central Karoo DM,Beaufort West Community Day-Care Centre,-32.3630168,22.573455,Public
Western Cape,Central Karoo DM,Beaufort West Hospital,-32.35278,22.6075,Public
Western Cape,Cape Town MM,Belkem Pharmacy,-33.94626188,18.60949548,Private
Western Cape,Cape Winelands DM,Bella Vista Clinic,-33.3329189,19.319953,Public
Western Cape,,Bellville South CDC,-33.91522,18.64389,Public
Western Cape,Overberg DM,Bereaville Satellite Clinic,-34.0464,19.5185,Public
Western Cape,,Bergvliet Family Practice GP,-34.04209,18.45822,Private
Western Cape,Cape Town MM,Bishop Lavis Community Day Clinic,-33.9490204,18.5812,Public
Western Cape,,Bitterfontein Satellite Clinic,-31.03722,18.2675,Public
Western Cape,Cape Town MM,Bothasig Community Day Clinic,-33.8584878,18.5406118,Public
Western Cape,Overberg DM,Botrivier Clinic,-34.2274199,19.1992612,Public
Western Cape,Cape Town MM,Brackenfell Clinic,-33.8731842,18.6863574,Public
Western Cape,Cape Town MM,Braude's Pharmacy,-33.96187081,18.50345887,Private
Western Cape,Overberg DM,Bredasdorp Clinic,-34.52873,20.04076,Public
Western Cape,,Bredasdorp Mobile Clinic 1,-34.5355,20.04767,Public
Western Cape,,Bredasdorp Mobile Clinic 2,-34.5355,20.04767,Public
Western Cape,Cape Town MM,Brooklyn Chest Hospital,-33.89994,18.4853,Public
Western Cape,,Buffeljagsrivier Clinic,-34.03683,20.53833,Public
Western Cape,Overberg DM,Caledon Hospital,-34.22433,19.43317,Public
Western Cape,Garden Route DM,Calitzdorp Dutch Reformed Church Hall,-33.533794,21.687962,Public
Western Cape,Cape Town MM,Canal Walk Shopping Centre,-33.8929994,18.5117243,Private
Western Cape,,Cathy Johnson Hall,-32.19,18.89,Public
Western Cape,Cape Winelands DM,Ceres Hospital,-33.36306,19.30083,Public
Western Cape,,Chapel Bettysbay,-34.3622727,18.8788381,Public
Western Cape,Cape Town MM,Charles Morkel Hall,-34.1,18.84,Public
Western Cape,,Chestnut Satellite,-33.9488,18.62064,Public
Western Cape,,Chinn`s Corner Pharmacy,-33.9334519,18.4195446,Private
Western Cape,Cape Town MM,Circle Pharmacy,-34.08452507,18.85306908,Private
Western Cape,West Coast DM,Citrusdal Clinic,-32.5819141,19.0080831,Public
Western Cape,West Coast DM,Citrusdal Hospital,-32.5987832,19.0167144,Public
Western Cape,West Coast DM,Clanwilliam Hospital,-32.1840671,18.8911895,Public
Western Cape,,Clicks Pharmacy - Adderley Street,-33.92243,18.42241,Private
Western Cape,,Clicks Pharmacy - Adelphi Centre,-33.9104399,18.394692,Private
Western Cape,,Clicks Pharmacy - Ashers,-34.0215166,18.4675707,Private
Western Cape,,Clicks Pharmacy - Beaufort West,-32.352765,22.5831697,Private
Western Cape,,Clicks Pharmacy - Belhar,-33.9539199,18.64716,Private
Western Cape,,Clicks Pharmacy - Bellville,-33.9003364,18.6286487,Private
Western Cape,,Clicks Pharmacy - Bellville Mall,-33.9009213,18.627814,Private
Western Cape,Cape Town MM,Clicks Pharmacy - Blue Route,-34.06459,18.453186,Private
Western Cape,,Clicks Pharmacy - Bredasdorp,-34.53334,20.044326,Private
Western Cape,,Clicks Pharmacy - Burg Street,-33.9234013,18.4191681,Private
Western Cape,Overberg DM,Clicks Pharmacy - Caledon,-34.2283257,19.428055,Private
Western Cape,,Clicks Pharmacy - Cape Gate,-33.853838,18.6977769,Private
Western Cape,Cape Town MM,Clicks Pharmacy - Capricorn Park,-34.0886223,18.4814769,Private
Western Cape,,Clicks Pharmacy - Cavendish Square,-33.9801565,18.4647795,Private
Western Cape,,Clicks Pharmacy - Central Square Pinelands,-33.9388373,18.4949456,Private
Western Cape,,Clicks Pharmacy - Centre Point,-33.8826132,18.4952869,Private
Western Cape,Cape Winelands DM,Clicks Pharmacy - Ceres,-33.3662512,19.3157379,Private
Western Cape,,Clicks Pharmacy - Charlesville,-33.9614085,18.5680232,Private
Western Cape,,Clicks Pharmacy - Cinnamon Square,-34.1317912,18.8450054,Private
Western Cape,,Clicks Pharmacy - Clanwilliam,-32.1844859,18.8892008,Private
Western Cape,,Clicks Pharmacy - Cobble Walk,-33.843646,18.676777,Private
Western Cape,Cape Town MM,Clicks Pharmacy - Constantia,-34.020719,18.4430816,Private
Western Cape,,Clicks Pharmacy - Delft,-33.9761415,18.6454186,Private
Western Cape,Cape Town MM,Clicks Pharmacy - Durbanville,-33.8317891,18.6465447,Private
Western Cape,Cape Town MM,Clicks Pharmacy - Edgemead,-33.8707181,18.546613,Private
Western Cape,,Clicks Pharmacy - Erica Square,-33.9417908,18.6269865,Private
Western Cape,,Clicks Pharmacy - Fairbridge Mall,-33.8819268,18.6842737,Private
Western Cape,,Clicks Pharmacy - Flamingo Square,-33.8301595,18.5069861,Private
Western Cape,,Clicks Pharmacy - Gansbaai,-34.5879986,19.3506353,Private
Western Cape,,Clicks Pharmacy - Garden Route Mall,-33.985835,22.504888,Private
Western Cape,Cape Town MM,Clicks Pharmacy - Gardens Centre,-33.9341436,18.4172236,Private
Western Cape,Garden Route DM,Clicks Pharmacy - George,-33.960724,22.457014,Private
Western Cape,,Clicks Pharmacy - Glengariff,-33.9082165,18.3972881,Private
Western Cape,,Clicks Pharmacy - Glengarry,-33.8564893,18.671846,Private
Western Cape,,Clicks Pharmacy - Golden Acre,-33.9233403,18.4242238,Private
Western Cape,,Clicks Pharmacy - Goodwood Mall,-33.9105526,18.5526844,Private
Western Cape,,Clicks Pharmacy - Gordon's Bay,-34.1506608,18.8818613,Private
Western Cape,,Clicks Pharmacy - Graanendal,-33.8151059,18.6745411,Private
Western Cape,,Clicks Pharmacy - Grassy Park,-34.0463078,18.4940829,Private
Western Cape,,Clicks Pharmacy - Gugulethu,-33.99,18.57,Private
Western Cape,,Clicks Pharmacy - Harbour Bay,-34.1709338,18.4281333,Private
Western Cape,Overberg DM,Clicks Pharmacy - Hermanus,-34.4202966,19.2391607,Private
Western Cape,Cape Town MM,Clicks Pharmacy - Hout Bay,-34.042581,18.3573369,Private
Western Cape,Cape Town MM,Clicks Pharmacy - Kenilworth,-33.989287,18.485428,Private
Western Cape,Garden Route DM,Clicks Pharmacy - Knysna,-34.0360824,23.0482271,Private
Western Cape,,Clicks Pharmacy - Laborie Centre,-33.7647957,18.9611119,Private
Western Cape,West Coast DM,Clicks Pharmacy - Laguna Mall,-33.046999,18.051667,Private
Western Cape,West Coast DM,Clicks Pharmacy - Langebaan,-33.04718179,18.05105109,Private
Western Cape,,Clicks Pharmacy - Langeberg Mall,-34.148059,22.103983,Private
Western Cape,,Clicks Pharmacy - Lansdowne,-34.0005623,18.5224085,Private
Western Cape,,Clicks Pharmacy - Long Street,-33.9183484,18.4231635,Private
Western Cape,Cape Town MM,Clicks Pharmacy - Longbeach Mall,-34.12417682,18.38887754,Private
Western Cape,West Coast DM,Clicks Pharmacy - Malmesbury,-33.462281,18.729737,Private
Western Cape,,Clicks Pharmacy - Maynard Mall,-34.002989,18.46993,Private
Western Cape,,Clicks Pharmacy - Melkbosstrand,-33.7309218,18.4432531,Private
Western Cape,Garden Route DM,Clicks Pharmacy - Mossel Bay Mall,-34.1849994,22.1156697,Private
Western Cape,,Clicks Pharmacy - Observatory,-33.937283,18.4625401,Private
Western Cape,,Clicks Pharmacy - Oudtshoorn,-33.5902924,22.2047823,Private
Western Cape,,Clicks Pharmacy - Paarl,-33.7311522,18.9665166,Private
Western Cape,Cape Winelands DM,Clicks Pharmacy - Paarl Mall,-33.7646931,18.9682261,Private
Western Cape,,Clicks Pharmacy - Parklands,-33.8154502,18.4938611,Private
Western Cape,,Clicks Pharmacy - Parklands Junction,-33.8134787,18.5057589,Private
Western Cape,Cape Town MM,Clicks Pharmacy - Parow Centre,-33.9050354,18.5985641,Private
Western Cape,,Clicks Pharmacy - Picbel,-33.920699,18.421795,Private
Western Cape,,Clicks Pharmacy - Piketberg,-32.9073509,18.7565867,Private
Western Cape,Cape Town MM,Clicks Pharmacy - Pinelands,-33.933216,18.5107,Private
Western Cape,,Clicks Pharmacy - Plettenberg Bay,-34.0556856,23.3713803,Private
Western Cape,Cape Town MM,Clicks Pharmacy - Promenade,-34.038713,18.615335,Private
Western Cape,,Clicks Pharmacy - Regent Road,-33.9205614,18.3830127,Private
Western Cape,,Clicks Pharmacy - Rembrandt Mall,-33.7305354,18.9724864,Private
Western Cape,,Clicks Pharmacy - Richmond Corner,-33.8482468,18.5375578,Private
Western Cape,,Clicks Pharmacy - Rondebosch,-33.9602199,18.4697695,Private
Western Cape,,Clicks Pharmacy - Rylands Village,-33.9751027,18.5288739,Private
Western Cape,,Clicks Pharmacy - Sable Square,-33.8815856,18.5079976,Private
Western Cape,,Clicks Pharmacy - Sanbel,-33.902047,18.640496,Private
Western Cape,,Clicks Pharmacy - Somerset Mall,-34.080045,18.822853,Private
Western Cape,,Clicks Pharmacy - Somerset West,-34.08524,18.85298,Private
Western Cape,,Clicks Pharmacy - Stellenbosch,-33.9358538,18.8600247,Private
Western Cape,Overberg DM,Clicks Pharmacy - Swellendam,-34.0199754,20.4463576,Private
Western Cape,,Clicks Pharmacy - The Colosseum,-33.8936594,18.5056477,Private
Western Cape,,Clicks Pharmacy - The Junction,-33.9999565,18.590345,Private
Western Cape,,Clicks Pharmacy - The Santuary,-34.0880399,18.8208315,Private
Western Cape,,Clicks Pharmacy - Town Centre,-34.0404363,18.6235004,Private
Western Cape,Cape Town MM,Clicks Pharmacy - Tygervalley,-33.873409,18.634545,Private
Western Cape,,Clicks Pharmacy - V & A Clock Tower,-33.9074851,18.4224439,Private
Western Cape,,Clicks Pharmacy - Vergelegen,-34.1014209,18.872492,Private
Western Cape,,Clicks Pharmacy - Vredenburg,-32.9067003,17.9885092,Private
Western Cape,West Coast DM,Clicks Pharmacy - Vredendal Mall,-31.673669,18.507962,Private
Western Cape,,Clicks Pharmacy - Watergate Mall,-34.0183064,18.6073,Private
Western Cape,,Clicks Pharmacy - Welgemoed,-33.873797,18.61819,Private
Western Cape,,Clicks Pharmacy - Wellington,-33.6408476,19.0024369,Private
Western Cape,Cape Town MM,Clicks Pharmacy - Westcoast Village,-33.8046233,18.4842483,Private
Western Cape,,Clicks Pharmacy - Whale Coast Mall,-34.4145549,19.2053493,Private
Western Cape,,Clicks Pharmacy - Woodstock Quarters,-33.927951,18.4427068,Private
Western Cape,,Clicks Pharmacy - Worcester at Mountain Mill,-33.6326972,19.4344946,Private
Western Cape,,Clicks Pharmacy Bayside,-33.824197,18.4848723,Private
Western Cape,,Clicks Pharmacy- Pinehurst,-33.8325561,18.6856835,Private
Western Cape,Cape Winelands DM,Cloetesville Community Day Centre,-33.9231761,18.8560249,Public
Western Cape,,Cogmanskloof Clinic,-33.83333,20.036,Public
Western Cape,,Crags Clinic,-33.95,23.49,Public
Western Cape,Cape Town MM,Crossroads Community Day Centre,-33.99783872,18.59768208,Public
Western Cape,,CTICC (Cape Town International Convention Centre),-33.92,18.43,Public
Western Cape,Cape Town MM,Cylnor Pharmacy,-34.06341422,18.83407473,Private
Western Cape,,Dalvale Clinic,-33.7022925,18.9914618,Public
Western Cape,,Darling Community Hall,-33.38,18.39,Public
Western Cape,Cape Town MM,David Bloom Pharmacy,-34.06456278,18.45209721,Private
Western Cape,Cape Winelands DM,De Doorns Clinic,-33.4814509,19.6717987,Public
Western Cape,,De Rust (Blommenek) Clinic,-33.5,22.52,Public
Western Cape,Cape Town MM,Delft Community Health Centre,-33.9742,18.6444,Public
Western Cape,Cape Town MM,Delft South Clinic,-33.99158906,18.63325989,Public
Western Cape,,Dial Rock Saldanha,-33,17.96,Public
Western Cape,Cape Winelands DM,Die Boord Pharmacy,-33.94363365,18.85170319,Private
Western Cape,Cape Town MM,Dis-Chem Bayside Mall Pharmacy,-33.822739,18.489552,Private
Western Cape,,Dis-Chem Noordhoek,-34.1203365,18.3900623,Private
Western Cape,Cape Town MM,Dis-Chem Parow Centre Pharmacy,-33.9050354,18.5985641,Private
Western Cape,,Dis-Chem Pharmacy - Hermanus,-34.414453,19.2048025,Private
Western Cape,,Dis-Chem Pharmacy - Knysna Mall,-34.035804,23.044939,Private
Western Cape,,Dis-Chem Pharmacy - Mosselbaai Mall,-34.1848921,22.1150499,Private
Western Cape,,Dis-Chem Pharmacy - Sea Point,-33.9205636,18.3829819,Private
Western Cape,,Dis-Chem Pharmacy - Somerset Mall,-34.082939,18.824751,Private
Western Cape,Cape Town MM,District Six Community Day Clinic,-33.9285385,18.4259558,Public
Western Cape,,Dominican Grimley School ,-34.0195045,18.3570404,Public
Western Cape,,Doringbaai Satellite Clinic,-31.82,18.24,Public
Western Cape,Cape Town MM,Dorp Street,-33.92,18.42,Public
Western Cape,Cape Town MM,DP Marais TB Hospital,-34.06195,18.46033,Public
Western Cape,Cape Town MM,Dr Abdurahman Community Day Clinic,-33.9588641,18.5175508,Public
Western Cape,Cape Town MM,Du Noon Community Health Centre,-33.8270909,18.5295793,Public
Western Cape,Cape Winelands DM,Durban Street Pharmacy,-33.64930515,19.44254947,Private
Western Cape,Cape Town MM,Durbanville Community Day Centre,-33.8301643,18.6544328,Public
Western Cape,,Durbell Capegate Pharmacy,-33.8634595,18.6998934,Private
Western Cape,,Durbell Tyger Valley Pharmacy,-33.873668,18.6340104,Private
Western Cape,,Dysselsdorp Clinic,-33.57509,22.43972,Public
Western Cape,,Ebenhaezer Satellite Clinic,-31.58,18.23,Public
Western Cape,Cape Town MM,Eerste River Clinic,-33.93,18.58,Public
Western Cape,Cape Town MM,Eerste River Hospital,-33.9977,18.719,Public
Western Cape,Cape Winelands DM,Eikestad Mall Pharmacy,-33.93453905,18.85970126,Private
Western Cape,,ELANDS BAY CLINIC,-32.30917,18.34611,Public
Western Cape,,Elim Satellite Clinic,-34.68,19.9,Public
Western Cape,Cape Town MM,Elsies River Community Health Clinic,-33.929244,18.5847449,Public
Western Cape,Cape Winelands DM,Empilisweni (Worcester) Clinic,-33.6443,19.4912,Public
Western Cape,,Faircape Health Tokai,-34.0604311,18.4532959,Private
Western Cape,Cape Town MM,False Bay Hospital,-34.13157,18.41529,Public
Western Cape,,Fanies Apteek & Medisyne Depot,-34.1822862,22.1431278,Private
Western Cape,,Fish Hoek Civic Centre,-34.14,18.43,Public
Western Cape,Cape Town MM,Forest Glade Pharmacy,-34.0616127,18.43466331,Private
Western Cape,,Fort Haven Hall Barrydale,-33.91,20.71,Public
Western Cape,Garden Route DM,Fraaikem Pharmacy,-34.0794774,22.14986783,Private
Western Cape,Cape Winelands DM,Franschhoek Pharmacy,-33.90858857,19.11762444,Private
Western Cape,West Coast DM,Geard Pharmacy,-33.46144317,18.72878496,Private
Western Cape,Overberg DM,Genadendal clinic,-34.0366892,19.5610017,Public
Western Cape,Garden Route DM,George Central Clinic,-33.961032,22.454147,Public
Western Cape,Garden Route DM,George Hospital,-33.95194,22.45028,Public
Western Cape,Garden Route DM,George Mobile,-33.98,22.47,Public
Western Cape,,Glaskasteel Bredasdorp,-33.91,20.71,Public
Western Cape,Cape Town MM,Goedehoop Pharmacy,-34.10052008,18.83088254,Private
Western Cape,West Coast DM,Goedverwacht Satellite Clinic,-32.865,18.6983,Public
Western Cape,Cape Town MM,Goodwood Community Day Clinic,-33.910746,18.5504087,Public
Western Cape,,Gordons Bay Occupational Health Clinic,-34.1572108,18.8721275,Public
Western Cape,,Gouritsmond Hill,-34.12,21.19,Public
Western Cape,West Coast DM,Graafwater Clinic,-32.15934441,18.60571874,Public
Western Cape,Overberg DM,Grabouw Community Health Centre,-34.15584,19.01523,Public
Western Cape,Overberg DM,Grabouw Pharmacy at Spar,-34.16043767,19.00858689,Private
Western Cape,,Grand West Casino,-33.92,18.55,Public
Western Cape,,Grassy Park Occupational Health Clinic,-34.0494698,18.496393,Public
Western Cape,Overberg DM,Greyton Clinic,-34.0459,19.61,Public
Western Cape,Overberg DM,Greyton Satellite Clinic,-34.0501,19.606,Public
Western Cape,Cape Winelands DM,Groendal Community Hall,-33.89461778,19.10160064,Public
Western Cape,Garden Route DM,Grootbrak Apteek,-34.04807314,22.21469713,Private
Western Cape,Cape Town MM,Groote Schuur Hospital,-33.94206,18.46244,Public
Western Cape,Cape Town MM,Gugulethu Community Health Centre,-33.9893252,18.5720518,Public
Western Cape,Cape Town MM,Guguletu Clinic,-33.98728,18.56608,Public
Western Cape,Cape Town MM,Gustrouw Community Day Centre,-34.1349119,18.85213,Public
Western Cape,Cape Town MM,Hanover Park Community Health Clinic,-33.9946,18.5264,Public
Western Cape,Garden Route DM,Harry Comay TB Hospital,-33.98028,22.4725,Public
Western Cape,Garden Route DM,Hartenbos Apteek,-34.12439173,22.11152228,Private
Western Cape,Overberg DM,Hawston Thusong Centre,-34.39135759,19.13425273,Public
Western Cape,Garden Route DM,Heidelberg Clinic,-34.0904752,20.9559027,Public
Western Cape,Overberg DM,Heidelberg Duivenhoks Hall,-34.1026224,20.9612465,Public
Western Cape,Overberg DM,Heidelberg Pharmacy,-34.09035972,20.95813514,Private
Western Cape,Cape Town MM,Heideveld Community Day Centre,-33.9671339,18.5483688,Public
Western Cape,Cape Town MM,Helderberg Hospital,-34.07472,18.86583,Public
Western Cape,Overberg DM,Hermanus Community Day Centre,-34.425809,19.220332,Public
Western Cape,Cape Winelands DM,Hex-Kem Pharmacy,-33.4761659,19.66511018,Private
Western Cape,Central Karoo DM,Hillside Clinic,-32.3514612,22.5730164,Public
Western Cape,Cape Town MM,Hope Street Oral Health Service,-33.9306,18.4186,Public
Western Cape,,Hout Bay Harbour CDC,-34.0549,18.34268,Public
Western Cape,,Huis McCrone Clinic,-33.63936,18.99835,Public
Western Cape,,Hyde Road Community Pharmacy,-34.0274854,18.4929175,Private
Western Cape,Cape Winelands DM,Idas Valley Clinic,-33.924787,18.8743085,Public
Western Cape,,Ikhwezi CDC,-34.11375,18.86622,Public
Western Cape,,Intercare Century City DH,-33.8874671,18.5119198,Private
Western Cape,,Intercare Tyger Valley,-33.8719118,18.636789,Private
Western Cape,Cape Town MM,Inzame Zabantu Community Day Centre,-34.0112584,18.5781431,Public
Western Cape,Cape Town MM,Karl Bremer Hospital,-33.89086869,18.60800462,Public
Western Cape,Cape Winelands DM,Kayamandi Clinic,-33.9176414,18.8495605,Public
Western Cape,Cape Town MM,Kemtique Pharmacy,-33.87706588,18.5595247,Private
Western Cape,Cape Town MM,Kensington Community Day Clinic,-33.91147,18.50369,Public
Western Cape,,Keurhoek Satellite Clinic,-33.94,22.94,Public
Western Cape,Cape Town MM,Khayelitsha (Site B) Community Health Centre,-34.0276466,18.665745,Public
Western Cape,Cape Town MM,Khayelitsha Hospital,-34.05004376,18.67477184,Public
Western Cape,,Klaarstroom Satellite Clinic,-33.33,22.54,Public
Western Cape,Overberg DM,Kleinmond Pharmacy,-34.34003576,19.03272508,Private
Western Cape,,Kleinmond Protea Hotel,-34.34,19.01,Public
Western Cape,Cape Town MM,Kleinvlei Community Day Centre,-33.99675963,18.71881259,Public
Western Cape,Cape Town MM,Kleinvlei Recreation Hall,-33.99,18.72,Public
Western Cape,Cape Town MM,Kloof pharmacy at Spar,-33.92922014,18.41083894,Private
Western Cape,Garden Route DM,Knysna Central Pharmacy,-34.03558965,23.04869676,Private
Western Cape,Garden Route DM,Knysna Community Day Centre,-34.0282035,23.073959,Public
Western Cape,Garden Route DM,Knysna Hospital,-34.03694,23.05806,Public
Western Cape,Garden Route DM,Knysna Town Hall,-34.0375784,23.0477542,Public
Western Cape,,Koekenaap Satellite Clinic,-31.53,18.29,Public
Western Cape,Cape Town MM,Kraaifontein Community Health Centre,-33.852972,18.7215959,Public
Western Cape,,Kranshoek Clinic,-34.09,23.3,Public
Western Cape,Cape Town MM,Kuyasa Community Day Centre,-33.999913,22.4715433,Public
Western Cape,Central Karoo DM,Kwamandlenkosi Clinic,-32.3681,22.581,Public
Western Cape,Garden Route DM,KwaNokuthula Community Day Centre,-34.0504999,23.3222,Public
Western Cape,Cape Winelands DM,Kylemore Clinic,-33.94293,18.85929,Public
Western Cape,West Coast DM,Laaiplek Pharmacy at Spar,-32.77097803,18.15591291,Private
Western Cape,Garden Route DM,Ladismith Dutch Reformed Church Hall,-33.495443,21.2671424,Public
Western Cape,Garden Route DM,Ladismith Pharmacy at Spar,-33.49355328,21.26707708,Private
Western Cape,,Lady Michaelis CDC,-34.0213,18.46472,Public
Western Cape,Cape Town MM,Lady Michaelis Community Day Clinic,-34.0242,18.4631,Public
Western Cape,,Laingsburg Clinic,-33.19444,20.85028,Public
Western Cape,,Laingville Church,-32.79,18.06,Public
Western Cape,West Coast DM,Lamberts Bay Clinic,-32.0943954,18.3045059,Public
Western Cape,Cape Town MM,Lansdowne Library Hall,-33.9917542,18.5052587,Public
Western Cape,,LAPA Munnik Hospital,-33.01806,18.99444,Public
Western Cape,,Leeu-Gamka Clinic,-32.77,21.97,Public
Western Cape,Cape Town MM,Lentegeur Hospital,-34.0237041,18.6179754,Public
Western Cape,,Life Bay View Private Hospital,-34.1815577,22.1314143,Private
Western Cape,,Life Kingsbury Hospital,-33.9864479,18.469086,Private
Western Cape,,Life Knysna Private Hospital,-34.052374,23.078563,Private
Western Cape,,Life Vincent Pallotti Hospital,-33.9444593,18.4899291,Private
